split,unit,rmse,age_rmse,leak_peak,diagnosable,ds,failure_mode
7,5002,6.667136000253464,5.582840795808648,1.0,False,DS05,HPC
7,5003,9.534557242122675,8.867144540287136,1.0,False,DS05,HPC
7,5004,10.638308179069488,19.77260785012131,1.0,False,DS05,HPC
7,5005,14.069193332398722,20.403287673482836,1.0,False,DS05,HPC
7,5006,9.355163248284981,6.872651836139273,1.0,False,DS05,HPC
7,5007,10.797266377525286,9.76578938891806,1.0,False,DS05,HPC
7,5008,9.261935451031999,14.3391399036843,1.0,False,DS05,HPC
7,5009,6.897341950788975,4.880348989918471,1.0,False,DS05,HPC
7,5010,7.9587701373412285,7.299345379990168,1.0,False,DS05,HPC
7,6001,9.06271685962041,3.805306643597884,1.0,False,DS06,HPC+LPC
7,6002,6.241442896216118,3.805306643597884,1.0,False,DS06,HPC+LPC
7,6003,8.930377894115692,8.867144540287136,1.0,False,DS06,HPC+LPC
7,6004,8.894536184776273,11.341596831417892,1.0,False,DS06,HPC+LPC
7,6005,13.985386558382462,19.77260785012131,1.0,False,DS06,HPC+LPC
7,6006,8.354110239776388,5.876076792429583,1.0,False,DS06,HPC+LPC
7,6007,9.282448324491641,5.582840795808648,1.0,False,DS06,HPC+LPC
7,6008,9.508421594647823,14.3391399036843,1.0,False,DS06,HPC+LPC
7,6009,6.4413397236508585,4.880348989918471,1.0,False,DS06,HPC+LPC
7,6010,7.738043367181842,7.299345379990168,1.0,False,DS06,HPC+LPC
7,7008,7.617518249809487,8.135603341086208,1.0,True,DS07,LPT
7,8011,7.447426407262588,13.856214416979606,1.0,True,DS08a-009,HPC+HPT+LPC+LPT+fan
7,8015,11.06048799644401,1.9084835189870444,1.0,True,DS08a-009,HPC+HPT+LPC+LPT+fan
7,9008,6.958582564344988,11.860370914810236,1.0,True,DS08c-008,HPC+HPT+LPC+LPT+fan
8,1001,13.523908652510737,21.123742713484255,1.0,True,DS01-005,HPT
8,2014,6.5607698936742125,2.9052200217361195,1.0,True,DS02-006,HPT+LPT
8,3003,6.781268396195975,5.915116489345579,1.0,True,DS03-012,HPT+LPT
8,3010,4.7742345023517565,6.913694267821917,1.0,True,DS03-012,HPT+LPT
8,4001,13.141662858717769,12.173537203217313,1.0,False,DS04,fan
8,4002,17.345846757277133,0.0463368891817631,1.0,False,DS04,fan
8,4003,17.440121934399233,21.123742713484255,1.0,False,DS04,fan
8,4004,19.602658138933208,3.9190852597376407,1.0,False,DS04,fan
8,4005,11.131165751897125,21.123742713484255,1.0,False,DS04,fan
8,4006,13.06578851924751,9.005486127483351,1.0,False,DS04,fan
8,4007,11.330650791320547,12.173537203217313,1.0,False,DS04,fan
8,4008,13.54294864492003,20.50109165697289,1.0,False,DS04,fan
8,4009,14.956626823794993,0.0463368891817631,1.0,False,DS04,fan
8,4010,13.796720072112143,10.616453109685182,1.0,False,DS04,fan
8,5001,8.720425163596571,6.482553383860399,1.0,False,DS05,HPC
8,5002,7.597126503635713,6.482553383860399,1.0,False,DS05,HPC
8,5003,8.402651234096114,7.912446965393962,1.0,False,DS05,HPC
8,5004,11.440005396332111,20.50109165697289,1.0,False,DS05,HPC
8,5005,14.226274954215224,21.123742713484255,1.0,False,DS05,HPC
